word,length,rt,freq
symphonic,8,835.97,22
symphonies,8,766.2,20
symphony,7,713.62,181
symposium,9,834.86,35
styling,6,708.41,43
stylish,6,672.74,110
stylist,7,643.64,44
stylistic,9,791.07,1
stylization,9,874.55,1
stylize,6,911.32,1
stylized,7,890.88,12
stylus,6,734.1,6
stymied,6,814.88,14
styrene,6,1046,1
suave,4,692.68,47
sub,3,684.03,390
subatomic,9,908.41,46
subbing,5,761.57,13
subcommittee,9,889.7,43
subconsciously,11,908.97,36
subcontract,11,835.74,4
subcontracting,13,1090.24,1
subconscious,9,894.75,134
subcontinent,11,923.76,2
subcontractor,12,942.75,2
subcutaneous,12,1004.21,14
subdivide,8,841.63,4
subdivision,9,963.61,29
subdivisions,10,908.55,2
subdue,5,861.77,41
subdued,6,721.79,32
subduing,7,1067.68,2
subgroups,8,915.81,4
subhuman,9,864.31,11
subject,7,623.18,1885
subjected,9,704.12,77
subjection,8,748.45,2
submerged,7,805.18,43
subjective,9,671.03,57
subjectively,11,874.85,6
subjectivity,12,954.09,6
subjects,8,567.06,355
subjugate,8,856.84,1
subjugation,9,847.42,12
subjunctive,10,901.38,6
sublease,6,801.96,2
sublet,6,681.56,30
sublimate,8,846.79,5
sublime,6,701.31,74
subliminal,9,752.29,36
submachine,8,962.55,15
submarine,8,766,362
submariners,10,865.71,3
submarines,9,863,88
submerge,6,683.21,20
submerging,8,822.46,5
submerse,6,876.25,1
submersion,7,808.62,4
submission,7,682.88,55
submissions,8,767.69,12
submissive,8,750.43,45
submit,6,660.11,282
submits,7,698.79,7
submitted,8,672.03,103
submitting,8,733.88,21
subnormal,8,803.62,2
suborbital,9,1001.92,1
subordinate,9,838.26,31
subordinated,11,890.61,7
subordinates,10,863.73,29
subordination,10,922.28,3
subparagraph,11,1084.23,4
subplot,7,964.17,6
subpoena,6,890.32,113
subroutine,8,1072.69,5
subroutines,9,1069.33,4
subs,4,696.17,153
subscribe,8,735.73,44
subscribed,9,853.16,15
subscriber,9,767.35,21
subscribers,10,746.52,13
subscribing,10,804.33,4
subscription,10,768.16,68
subsection,8,967.76,18
subsections,9,1058.04,2
subsequent,10,763.84,64
subsequently,12,771.48,58
subservience,10,969.96,7
subservient,10,1039.76,24
subside,6,715.03,20
subsided,8,710.34,14
subsidiaries,11,917.21,5
subsidiary,10,849,23
subsidies,8,862.41,12
subsidize,8,960.48,16
subsidized,9,838.26,10
subsidy,7,857.5,5
subsist,7,868.78,3
subsistence,10,792.23,3
subsoil,6,851.04,3
subsonic,8,906.42,4
subspace,7,806.22,27
subspecies,9,931.7,18
substance,8,683.84,364
substances,10,686.56,72
substandard,10,994.9,22
substantial,9,876.41,182
substantiates,12,1222.36,4
substantially,10,811.51,32
substantiate,11,1071.1,20
substantiation,12,1126.15,5
substantive,10,1006.54,12
substation,8,1039.96,29
substitute,9,740.97,238
substituted,11,688.85,19
substitutes,10,769.47,17
substituting,11,965.97,18
substitution,10,812.06,21
substitutions,11,853.15,9
substrate,8,849.77,2
substructure,10,1230.61,7
subsumed,7,855.69,2
subsurface,8,1002.74,4
subsystem,9,877.72,6
subsystems,10,968.3,4
subterfuge,9,783.22,19
subterranean,11,1087.52,33
subtitle,7,716.22,52
subtitled,8,702.73,39
subtle,4,775.74,354
subtler,5,892.75,9
subtleties,7,934.5,8
subtlety,6,887.38,40
subtly,5,705.29,22
subtract,8,678.88,28
subtracted,10,749.97,4
subtracting,10,777.54,12
subtraction,9,807.33,10
subtype,6,848.03,2
suburb,5,744.97,30
suburban,7,766.71,117
suburbanite,9,1029.87,7
suburbanites,10,1136.82,3
suburbia,7,936.64,38
suburbs,6,768.73,120
subversion,7,911.39,9
subversive,8,896.83,54
subversives,9,1019.91,7
subvert,6,819.1,17
subverted,8,805.54,3
subverting,8,822.23,6
subway,5,645.35,546
subways,6,774.97,33
succeed,6,619.56,482
succeeded,8,693.3,186
succeeding,8,743.41,35
succeeds,7,667.24,49
success,6,591.5,1390
successes,8,689.55,44
successful,8,681.24,1037
successfully,9,791.94,194
succession,7,739.58,48
successive,8,815.5,8
successively,10,819.71,1
successor,7,672.45,85
successors,8,769.77,2
succinct,8,759.32,12
succor,4,846.33,10
succulent,9,840.11,23
succumb,5,846.42,19
succumbed,6,895.09,32
succumbing,7,835.82,11
suck,3,593.97,1779
sucked,4,634.33,516
sucker,4,580.91,834
suckers,5,739.5,251
sucking,5,607.55,376
suckle,4,809.93,9
suckling,6,716.1,18
sucrose,6,989.04,1
suction,5,859.24,287
sudden,4,574.79,1707
suddenly,6,606.48,2854
suddenness,7,899.6,9
suds,4,707.24,24
sudsy,5,1010.25,3
sue,2,728.61,1498
sued,3,735.31,248
suede,4,758.39,92
sues,3,731.23,32
suffer,4,681.24,1148
suffered,5,698.18,656
sufferer,5,760.74,4
sufferers,6,776.8,12
suffering,6,738.91,991
sufferings,7,759.55,20
suffers,5,684.45,177
suffice,5,738.84,84
sufficiency,8,884.38,4
sufficient,7,641.41,243
sufficiently,9,765.06,71
suffix,6,617.91,2
suffixes,8,765.63,1
suffocate,7,784.57,77
suffocated,9,749.73,58
suffocating,9,716,75
suffocation,8,792.3,38
suffrage,6,790.46,5
suffragette,8,1048.14,8
sugar,4,578.07,1926
sugarcane,7,828.39,6
sugared,5,1098.53,9
sugarless,7,645.85,9
sugarloaf,7,741.48,3
sugary,5,850.07,15
suggest,7,630.97,2001
suggested,9,683.18,525
suggestibility,14,932.63,2
suggestible,10,745.81,8
suggesting,9,758.43,551
suggestion,9,649.94,622
suggestions,10,711.39,276
suggestive,9,666.28,26
suggests,8,669.72,256
suicidal,7,816.2,148
suicide,6,725.79,1747
suicides,7,746.24,91
suing,4,842.13,293
suit,3,648.03,3499
suitability,10,943.83,5
suitable,6,687.88,247
suitably,7,733.34,13
suitcase,6,720.13,683
suitcases,8,775.66,93
suite,4,614.09,849
suited,5,612.44,152
suites,5,700.9,84
suitor,4,737.44,69
suitors,5,789.13,39
suits,4,630.38,895
sulfide,6,755.48,9
sulfur,5,657.97,60
sulk,4,647.67,38
sulked,5,721.59,1
sulking,6,781.25,60
sulks,5,739.32,6
sulky,5,670.61,10
sullen,5,716.67,29
sully,4,715.41,192
sullying,6,913.33,2
sulphate,6,898.61,4
sulphide,6,813.71,3
sulphur,5,929.86,43
sulphuric,9,993.08,11
sultan,5,651.96,164
sultans,6,793.41,4
sultry,6,758.48,14
sum,3,663.42,523
sumac,5,877.45,4
summarization,10,899.97,1
summarize,7,701.59,20
summarized,8,674.66,3
summarizes,9,683.12,1
summary,6,572.41,85
summation,6,841.19,33
summed,4,671.19,21
summer,4,592.36,4012
summers,5,631.91,134
summertime,7,689.25,61
summing,5,821.38,4
summit,5,615.4,170
summon,5,676.66,197
summoned,6,730.38,151
summons,6,763.54,81
sumptuous,8,824.62,16
sums,4,676.15,88
sun,3,550.6,3553
sunbaked,7,792.83,4
sunbathe,6,933.6,10
sunbeam,6,696.47,18
sunburn,6,667,33
sunburnt,7,932.96,5
sunburst,7,764.85,6
sundae,5,751.81,81
sundeck,6,877.72,1
sunder,5,892.44,2
sundial,7,769.35,23
sundown,6,680.97,174
sundry,6,833.33,13
sunfish,6,706.81,8
sunflower,7,638.82,34
sung,3,746.76,178
sunglasses,9,704.91,201
sunk,4,742.75,237
sunken,6,863.4,46
sunlamp,7,879.52,6
sunless,6,769.03,6
sunlight,6,643.75,236
sunlit,6,660.87,9
sunning,5,833.92,6
sunny,4,637.69,391
sunray,5,870.6,5
sunrise,6,733.66,309
sunroof,6,743.63,22
suns,4,714.17,48
sunset,6,612.03,526
sunshine,6,613.09,604
sunshiny,7,987.14,11
sunspot,7,725.06,13
sunstroke,8,729.26,15
suntan,6,745.69,50
sup,3,605.6,47
super,4,612.27,1336
superb,5,749.33,147
superbly,7,795.54,11
superceded,9,927.03,1
supercilious,10,1129.82,7
supercritical,11,1013.39,2
superego,7,868.66,4
superficial,8,705.79,148
superhighways,9,955.57,1
superimposes,11,1039.79,1
superficially,9,910.47,11
superfluity,10,1016.93,1
superfluous,9,861.84,23
superhuman,10,810.45,41
superimpose,9,976.69,11
superimposed,10,1092.7,2
superimposing,11,946.77,2
stilts,6,838.72,20
stimulant,10,733.8,26
stimulants,11,843.03,21
stimulate,9,705.44,70
stimulated,11,776.24,35
stimulates,10,805.51,25
stimulating,11,720.03,120
stimulation,10,763.27,70
stimulatory,12,869.52,1
stimuli,8,740.9,39
stimulus,9,741.73,26
sting,4,597.09,358
stinger,5,728.34,45
stinging,6,720.94,46
stings,5,653.48,88
stingy,6,706.28,63
stink,5,623.69,673
stinker,6,749.39,105
stinking,7,677.69,473
stinky,6,669.44,182
stint,5,746.78,38
stipend,7,744.12,22
stipulate,9,930.55,32
stipulates,10,995.36,12
stipulation,10,787.73,9
stir,3,676.82,301
stirred,4,694.42,123
stirring,5,701.91,133
stirrings,6,781.76,5
stirrup,6,775.55,12
stirs,4,658.26,35
stitch,4,641.81,381
stitched,5,737.83,50
stitches,6,692.86,255
stock,4,592.76,1300
stockade,6,842.72,74
stockbroker,9,846.97,54
stockholder,9,733.35,45
stockholders,10,773.65,117
stocking,6,670.48,134
stockings,7,631.85,190
stockpile,7,840.64,21
stockpiling,9,892.42,10
stockpot,7,757.41,1
stockroom,7,742.28,28
stocks,5,562.47,208
stocky,5,673.06,9
stockyard,8,756.56,11
stodgy,5,738.83,8
stoic,5,834.56,21
stoicism,8,837.56,6
stoics,6,795.29,3
stoked,5,751.46,37
stole,4,658.41,2711
stolen,6,594.88,1750
stolid,6,578.71,2
stomach,6,584.1,1725
stomachache,8,763.08,54
stomachs,7,713.32,57
stomp,5,687.53,136
stomped,6,710.12,50
stomping,7,698.5,56
stone,4,629.03,2072
stonecutter,8,889.94,1
stoned,5,628.38,254
stonemason,8,976.5,5
stones,5,605.32,581
stonewall,7,705,37
stoneware,7,750.55,2
stonework,7,710.39,1
stony,5,819.33,31
stood,4,641.88,1315
stooge,4,776.46,56
stool,4,636.76,179
stoop,4,739.35,125
stooped,5,796.45,11
stooping,6,788.27,10
stop,4,608.78,36071
stopover,7,760.74,20
stopovers,8,1015.63,2
stoppage,6,868.9,12
stoppages,8,995.94,1
stopped,5,642.69,3844
stopper,5,681.09,26
stopping,6,646.41,1066
stops,5,589.97,1112
stopwatch,7,681.23,37
storage,6,655.76,452
store,4,600.91,4178
stored,5,635.18,169
storefront,9,749.79,23
storehouse,7,774.5,16
storehouses,9,742.12,3
storekeeper,8,725.59,17
storekeepers,9,745.76,3
storeroom,7,949.48,83
stores,5,685.63,485
storied,6,765.54,4
stories,6,648.21,2215
storing,6,671.8,42
storm,5,596.67,1574
stormed,6,586.06,58
storming,7,676.09,41
storms,6,608.55,110
stormy,6,654.03,74
story,5,601.97,11260
storybook,8,751.45,27
storyline,8,689.06,7
storyteller,9,708.21,27
stout,4,678.31,53
stouthearted,10,1197.75,4
stoutly,6,759.28,2
stove,4,664.85,387
stovepipe,7,908.87,8
stoves,5,699.5,12
stow,3,659.91,64
stowaway,6,853.13,34
stowed,4,786.52,34
straddle,6,699.6,26
straddled,7,871.47,8
straddling,8,815.58,19
straggle,6,704.43,1
straggled,7,878.67,2
straggler,7,782.17,12
stragglers,8,851.69,22
straggling,8,861.67,4
straight,5,587.12,6244
straightaway,8,820,51
straightedge,7,1172.55,2
straighten,6,810.09,571
straightened,7,731.58,190
straightening,8,1010.97,49
straightens,7,872.87,6
straightforward,11,756.77,102
strain,5,712.45,361
strained,6,776.42,70
strainer,6,896.29,14
straining,7,772.78,45
strains,6,654.61,58
strait,5,627.07,9
straitjacket,10,875.36,42
straits,6,774.35,53
strand,6,695.09,94
stranded,8,708.1,153
stranding,8,702.33,2
strands,7,703.55,27
strange,6,637.21,4408
strangely,8,752.28,228
strangeness,9,858.85,18
stranger,7,688,1377
strangers,8,626.82,788
strangest,9,747.12,169
strangle,7,633.87,223
strangled,8,823.65,250
stranglehold,11,1049.08,13
strangulation,12,934.65,49
strap,5,631.19,263
strapless,8,745.84,20
strapped,6,719.23,164
strapping,7,687.5,51
straps,6,615.06,67
strata,6,814.42,11
stratagem,9,887.82,11
strategic,9,754.09,132
strategically,11,984,23
strategist,10,809.76,21
strategists,11,752.79,5
strategy,8,696.64,482
stratification,12,957.35,1
stratified,9,979.95,1
stratosphere,10,958.61,24
stratum,7,791.22,2
straw,4,662.62,318
strawberries,9,769.29,200
strawberry,8,783.09,282
straws,5,665.19,107
stray,4,606.88,272
strayed,5,739.79,48
strays,5,670.94,63
streak,5,756.42,295
streaked,6,804.47,3
streaker,6,742.59,3
streaks,6,591.09,48
stream,5,627.78,410
streamed,6,808.87,8
streamer,6,688.03,2
streaming,7,721.27,48
streamline,8,883.06,26
streamlined,9,780.97,19
streamliner,9,888.87,12
streams,6,746.3,80
street,5,547,7557
streetcar,8,795.94,65
streetcars,9,808.03,4
streetlight,8,681.43,25
streets,6,605.59,1611
strength,6,646.33,1883
strengthen,8,738.97,82
streetwalker,9,804,12
strengthened,9,821.69,18
strengthening,10,865.84,18
strengthens,9,914.19,17
strengths,7,597.09,57
strenuous,9,736.92,30
stress,5,575.54,796
stressed,6,580.28,283
stresses,7,649.81,19
stressful,7,637.88,128
stressing,7,680.18,43
stretch,5,605.71,748
stretched,6,648.27,137
stretcher,6,758.97,113
stretches,7,604.33,46
stretching,7,650.97,113
stretchy,6,820.65,19
strew,4,800.3,2
strewn,5,786.91,19
striation,7,948.5,2
stricken,7,719.62,75
strict,6,652.03,358
strictest,9,986.81,35
strictly,8,646.47,548
stricture,7,704.8,2
strictures,8,838.44,5
stride,5,636.06,107
strident,7,696.16,2
strides,6,776.25,39
striding,7,806.6,14
strife,5,640.25,85
strike,5,636.47,2324
strikebreaker,10,908.64,1
strikebreakers,11,1075.96,1
striker,6,609.61,108
strikes,6,582.58,485
striking,7,714.65,224
strikingly,9,821.17,6
string,5,619.65,646
stringed,6,850.39,6
stringency,10,1020.75,2
stringent,9,888,6
stringently,11,888.72,1
stringing,7,776.32,28
strings,6,615.34,418
stringy,6,957.85,21
strip,5,773.88,800
stripe,5,647.18,74
striped,6,691.09,87
stripes,6,668,322
stripped,6,753.54,183
stripper,6,652.61,267
strippers,7,787.13,172
strips,6,671.91,83
striptease,8,760.27,34
strive,5,570.75,67
strives,6,728.06,10
striving,7,700.7,24
strivings,8,805.71,1
strode,5,780.81,34
stroke,5,650.19,667
stroked,6,666.09,14
strokes,6,708.35,126
stroking,7,750.48,37
stroll,5,638.03,211
strolled,6,651.58,22
stroller,6,580.72,45
strolling,7,703.61,63
strong,5,616.94,4430
strongbox,9,691.26,16
stronger,7,628.56,974
strongest,9,717.15,242
stronghold,9,760.57,60
strongly,7,658.31,342
stropping,7,644.67,1
strove,5,835.47,7
struck,5,646.7,826
structural,9,735.03,93
structure,7,579.73,519
structured,8,740.41,34
structures,8,629.34,58
structuring,9,782.25,5
strudel,6,795.58,47
struggle,6,646.35,682
struggled,7,651.34,111
struggles,7,603.35,54
struggling,8,714.79,316
strum,5,711.5,12
strumming,7,988.05,10
strumpet,8,936.17,25
strung,5,763.93,114
strut,5,733,80
strutted,7,812.48,2
strutting,7,870.03,36
strychnine,8,806.8,22
stub,4,696.86,49
stubbed,5,825.66,16
stubble,5,585,18
stubbly,6,877.08,2
stubborn,6,608.09,554
stubbornly,8,847.77,7
stubbornness,9,993.5,26
stubby,5,744.13,25
stubs,5,723.32,43
stucco,5,775.3,19
stuck,4,638.88,3399
stud,4,626.45,354
studded,6,813.04,9
student,6,568.3,2195
students,7,586.73,1564
studied,6,576.41,577
studies,6,622.44,477
studio,6,654.47,1190
studios,7,649.03,126
studious,7,776.24,6
studs,5,670.79,50
study,5,594.33,2501
studying,7,587.97,987
stuff,4,621.3,15653
stuffed,5,643.55,441
stuffing,6,824.72,165
stuffy,5,709.79,185
stumble,6,736.27,100
stumbled,7,705.39,203
stumbles,7,715.17,23
stumbling,8,641.8,57
stump,5,718.8,125
stumped,6,699.61,61
stumper,6,776.28,2
stumping,7,842.65,2
stumps,6,770.71,28
stun,4,794.46,96
stung,4,679.15,78
stunk,5,679.3,46
stunned,5,679.33,189
stunning,6,750.2,209
stunningly,8,867.91,13
stunt,5,668.91,469
stunts,6,664.06,98
stupefy,7,835.45,4
stupefying,9,834.36,4
stupendous,9,936.88,33
stupid,6,592.85,9405
stupidest,9,838.73,121
stupidities,10,947.96,5
stupidity,9,753.88,163
stupidly,8,783.06,31
stupor,5,782.63,19
sturdy,5,665.57,86
sturgeon,6,852.89,19
stutter,5,765.3,96
sty,3,746.05,19
style,4,595.85,1534
styled,5,711.47,6
styles,5,600.39,136
squeezing,7,623.03,103
squelch,6,826.68,12
squelched,7,851.79,2
squid,5,678.36,141
squiggle,6,859.47,2
squiggly,7,878.18,16
squint,6,735.26,51
squinted,8,701.67,4
squinting,8,772.07,12
squinty,7,915.23,6
squire,5,800.36,157
squires,6,906.89,8
squirm,5,676.55,42
squirmed,6,861.29,2
squirms,6,832.66,2
squirrel,7,751.71,279
squirt,5,701.97,140
squirted,7,761.78,15
squirting,7,845.16,25
stab,4,627.03,447
stabbed,5,619.74,482
stabilities,10,826.7,1
stability,9,685.97,90
stabilization,10,786.81,7
stabilize,7,692.84,76
stabilized,8,746.91,71
stabilizers,9,850.15,14
stabilizes,9,756.94,3
stabilizing,9,772.65,30
stable,5,608.42,673
stabled,6,728.47,4
stableman,8,779.85,1
stables,6,701.65,151
stabs,5,646.15,23
staccato,7,875.13,8
stack,4,625.65,311
stacked,5,586.12,103
stacking,6,648.7,46
stacks,5,647.21,99
stadium,7,648.63,312
staff,4,518.21,1632
staffed,5,770.19,9
staffing,6,783.59,14
staffs,5,699.66,6
stag,4,694.87,81
stage,4,603.59,2324
stagecoach,7,698.88,51
staged,5,668.17,115
stages,6,661.21,147
stagger,5,703.59,30
staggered,6,661.03,26
staggering,7,756.5,81
staggeringly,9,1093.6,3
staging,6,735.97,99
stagnant,8,927.8,14
stagnate,7,870.31,4
stagnation,8,887.43,5
stags,5,689.66,5
staid,4,700.92,3
stain,4,630.32,316
stained,5,649.7,72
staining,6,648.77,14
stainless,7,763.88,37
stains,5,669.91,198
stair,4,704.03,69
staircase,7,645.68,89
staircases,9,781.28,12
stairs,5,556.16,1212
stairway,6,663.18,81
stairways,7,643.78,4
stairwell,7,608.74,108
stairwells,8,813.59,16
stake,4,650.22,847
staked,5,829,74
stakeout,6,738.55,100
stakes,5,756.03,249
stalagmite,9,1154.45,1
stale,4,707.77,149
stalemate,7,905.28,24
stalk,4,645.67,86
stalked,5,634.09,79
stalker,5,717.79,189
stalking,6,655.15,269
stall,4,643.81,457
stalled,5,692.44,78
stalling,6,705.72,194
stallings,7,766.19,2
stallion,7,723.39,163
stalls,5,773.28,49
stalwart,7,812.2,22
stamen,6,905.25,4
stamens,7,883.94,1
stamina,7,819.63,81
stammer,5,713,14
stammered,6,703.82,7
stammering,7,803.13,14
stamp,5,580.03,302
stamped,6,652.84,76
stampede,7,786.71,68
stampeded,9,899.96,12
stamping,7,707.79,28
stamps,6,588.03,267
stance,5,749.56,96
stances,7,788.11,5
stanch,5,927.55,1
stand,5,530.61,11536
standard,7,647.42,940
standardization,12,789.52,2
standardize,9,807.63,3
standardized,10,712.34,40
standards,8,574.71,368
standby,7,655.53,151
standing,7,623.81,3994
standoffish,9,1034.26,11
standpoint,9,727.67,68
stands,6,628.09,1093
standstill,9,874.59,26
stank,5,753.04,39
stanza,6,783.83,2
staple,5,573.94,57
stapler,6,665.76,44
staples,6,664.76,35
stapling,7,723.57,9
star,4,523.76,4149
starboard,8,727.17,334
starch,5,596.13,69
starched,6,737.75,14
starchy,6,750.97,11
stardom,7,862.52,31
stardust,8,719.12,40
stare,4,645.36,508
stared,5,683,123
stares,5,664.07,67
starfish,7,689.94,38
stargazer,8,785.86,2
staring,6,655.21,1196
starkly,7,808.14,1
starlet,7,777.29,30
starlight,7,700.52,81
starling,7,793.23,104
starlings,8,780.39,4
starlit,7,906.1,7
starred,5,683.75,36
starring,6,690.47,143
starry,5,776.16,37
stars,5,603.66,2353
start,5,567.7,17345
started,7,633.52,9566
starter,6,691.85,139
starting,7,706.03,3558
startle,6,721.91,60
startled,7,626.36,125
startling,8,761,70
starts,6,610.94,2335
starvation,8,804.56,75
starve,5,801.72,314
starved,6,718.09,236
starving,7,657.88,865
stash,4,768.57,257
stashed,5,812.06,141
stasis,6,809.73,19
stat,4,752.43,143
state,4,631.22,5500
stated,6,713.27,184
statehood,7,727.59,16
statehouse,7,770.71,6
stateless,7,802.68,7
stately,6,724.07,23
statement,8,628.21,1491
statements,9,717.97,279
stateroom,7,943.97,41
stateside,7,856.61,60
statesman,8,722.34,31
statesmanlike,11,1091.67,1
statesmanship,11,951,6
statesmen,8,678.63,12
statewide,7,695.09,15
static,6,673.67,254
stating,6,781.9,92
station,5,644.76,4033
stationary,8,799.63,49
stationed,6,718.34,167
stationery,8,631.04,70
stationmaster,10,982.19,8
stations,6,673.03,645
statistic,9,676.88,31
statistical,10,742.94,46
statistically,11,735.67,70
statistician,10,849.64,1
statistics,10,705.15,167
statuary,8,911.58,3
statue,5,695,540
statues,6,691.79,99
statuesque,8,800.15,9
statuette,7,872,4
stature,5,775.11,85
status,6,696.42,750
statute,6,742.44,97
statutes,7,784.81,34
statutory,9,941.21,47
staunch,5,653.58,18
staunchest,8,1224.29,2
stave,4,814.75,17
stay,3,662.91,26298
stayed,4,612.94,1668
staying,5,614.71,3040
stays,4,582.59,977
stead,4,698.68,54
steadfast,8,717.74,22
steadfastly,10,797.23,4
steadied,6,814.1,1
steadier,6,912.09,6
steadily,7,682.28,60
steadiness,8,665.38,3
steady,5,612.48,1158
steak,4,582.67,828
steaks,5,691.38,204
steal,4,588.62,2720
stealer,5,609.37,12
stealing,6,667.21,1265
steals,5,618.52,223
stealth,5,762.4,142
stealthily,8,928.41,6
stealthy,6,741.43,15
steam,4,615.48,686
steamboat,7,782.03,26
steamed,5,596.76,100
steamer,5,741.82,53
steaming,6,768.34,101
steamroller,8,756.42,12
steamship,7,766.7,24
steamy,5,700.94,46
steel,4,564.66,941
steeled,5,734.62,4
steels,5,708.43,5
steelworker,8,775.18,1
steelworks,8,767.59,4
steely,5,789.13,14
steep,4,669.63,125
steeped,5,711.64,15
steeper,5,846.04,7
steepest,7,992.7,3
steeple,5,757.88,21
steeplechase,8,838.6,7
steeplejack,8,1076.59,1
steeples,6,743.43,5
steer,4,669.13,305
steerage,6,834.35,9
steered,5,745.31,36
steering,6,651.97,207
steers,5,747.09,46
steersman,8,787.79,3
stellar,5,763.41,41
stem,4,565.82,114
stemmed,5,822.26,3
stems,5,683.58,51
stench,5,747.61,113
stencil,6,783.56,9
stenographer,10,950.59,41
stenography,10,1090.1,4
step,4,565,6052
stepbrother,9,730.24,16
stepchild,8,771.85,7
stepchildren,11,906.55,6
stepdaughter,8,872.23,30
stepfather,8,692.09,151
stepladder,8,866.25,18
stepladders,9,901.62,4
stepmother,8,692.55,216
stepmothers,9,735.38,4
stepparent,10,1000.86,2
steppe,4,900.5,18
stepped,5,678.69,656
steppes,5,798.94,3
stepping,6,647.85,355
steps,5,611.79,1259
stepsister,9,741.91,17
stepson,7,802.03,27
stereo,6,736.65,304
stereotype,9,737.19,36
stereotypes,10,795.63,21
stereophonic,11,1037.23,5
stereotyped,10,808.79,6
sterile,5,757.7,111
sterility,9,789.13,9
sterilization,11,737.34,17
sterilize,8,647.97,24
sterilized,9,794.88,36
sterilizing,10,836.18,3
sterling,6,681.19,113
stern,4,651.72,327
sternly,6,803,4
sternum,6,869.73,41
steroid,6,656.74,20
steroids,7,766.94,130
stethoscope,9,960.47,48
stew,3,653.64,328
steward,5,691.28,140
stewardess,7,832,161
stewardesses,9,920.44,35
stewards,6,698.61,16
stewardship,8,886.11,2
stewed,4,723.13,22
stews,4,668.97,7
stick,4,606.15,4953
sticker,5,602.71,142
sticking,6,719.88,741
stickler,6,863.13,46
stickpin,7,877.8,6
sticks,5,673.7,694
sticky,5,565.36,292
stiff,4,639.45,523
stiffen,5,709.13,10
stiffened,6,834.92,7
stiffening,7,840.5,8
stiffens,6,742.44,10
stiffer,5,859.12,11
stiffly,6,901.5,2
stiffness,7,653.31,9
